,Customer,Agent,SalesAgentEmailID,ContactEmailID,Stage,Product,Close_Value,Created Date,Close Date
175,Treequote,Maureen Marcano,maureen@piedpiper.com,benny@treequote.com,In Progress,GTX Basic,3180,2016-07-15 00:00:00,2016-10-01 00:00:00
176,Plexzap,Rosalina Dieter,rosalina@piedpiper.com,titus@plexzap.com,Won,MG Special,,2016-07-15 00:00:00,2016-11-13 00:00:00
177,Vehement Capital Partners,Rosie Papadopoulos,rosie@piedpiper.com,lavonia@vehementcapitalpartners.com,Lost,MG Advanced,537,2016-07-17 00:00:00,2016-12-16 00:00:00
178,Gekko & Co,Corliss Cosme,corliss@piedpiper.com,krystle@gekko&co.com,Won,GTX Basic,513,2016-07-17 00:00:00,2016-12-15 00:00:00
179,Plussunin,Cassey Cress,cassey@piedpiper.com,terry@plussunin.com,In Progress,GTXPro,590,2016-07-17 00:00:00,2016-09-13 00:00:00
180,Funholding,Darcel Schlecht,darcel@piedpiper.com,ying@funholding.com,Won,GTXPro,4247,2016-07-18 00:00:00,2016-11-06 00:00:00
181,Dalttechnology,Vicki Laflamme,vicki@piedpiper.com,nelia@dalttechnology.com,Won,MG Special,55,2016-07-19 00:00:00,2016-09-16 00:00:00
182,Golddex,Hayden Neloms,hayden@piedpiper.com,kelli@golddex.com,Won,GTX Plus Basic,1040,2016-07-20 00:00:00,2016-07-25 00:00:00
183,Ganjaflex,Corliss Cosme,corliss@piedpiper.com,somer@ganjaflex.com,Won,GTX Plus Pro,5002,2016-07-22 00:00:00,2016-10-14 00:00:00
184,Hatfan,Zane Levy,zane@piedpiper.com,tyron@hatfan.com,Won,GTX Plus Pro,,2016-07-23 00:00:00,2016-08-13 00:00:00
185,Faxquote,Kary Hendrixson,kary@piedpiper.com,gaylord@faxquote.com,Lost,GTX Basic,,2016-07-23 00:00:00,2016-08-14 00:00:00
186,Cheers,Corliss Cosme,corliss@piedpiper.com,robbie@cheers.com,In Progress,GTX Basic,49,2016-07-24 00:00:00,2016-08-26 00:00:00
187,Rantouch,Elease Gluck,elease@piedpiper.com,maren@rantouch.com,Won,MG Special,,2016-07-25 00:00:00,2016-10-02 00:00:00
188,Bubba Gump,Kami Bicknell,kami@piedpiper.com,margarito@bubbagump.com,In Progress,GTX Plus Basic,49,2016-07-25 00:00:00,2016-09-13 00:00:00
189,Green-Plus,Kary Hendrixson,kary@piedpiper.com,lavone@green-plus.com,In Progress,GTX Basic,1232,2016-07-25 00:00:00,2016-11-28 00:00:00
190,Konmatfix,Versie Hillebrand,versie@piedpiper.com,ivana@konmatfix.com,Won,MG Special,,2016-07-25 00:00:00,2016-10-05 00:00:00
191,Zumgoity,Niesha Huffines,niesha@piedpiper.com,israel@zumgoity.com,Won,GTX Plus Basic,1026,2016-07-27 00:00:00,2016-09-15 00:00:00
192,Singletechno,Zane Levy,zane@piedpiper.com,tambra@singletechno.com,Won,GTX Basic,,2016-07-30 00:00:00,2016-10-11 00:00:00
193,Funholding,Marty Freudenburg,marty@piedpiper.com,ying@funholding.com,Won,MG Special,,2016-07-30 00:00:00,2016-12-11 00:00:00
194,Bioplex,Violet Mclelland,violet@piedpiper.com,cassy@bioplex.com,Won,MG Special,56,2016-08-01 00:00:00,2016-12-17 00:00:00
195,Opentech,Zane Levy,zane@piedpiper.com,paola@opentech.com,In Progress,GTXPro,492,2016-08-01 00:00:00,2016-10-13 00:00:00
196,Nam-zim,Hayden Neloms,hayden@piedpiper.com,garfield@nam-zim.com,Won,MG Special,59,2016-08-04 00:00:00,2016-11-30 00:00:00
197,Conecom,Anna Snelling,anna@piedpiper.com,ivory@conecom.com,Won,GTX Basic,625,2016-08-05 00:00:00,2016-10-20 00:00:00
198,Codehow,Versie Hillebrand,versie@piedpiper.com,justine@codehow.com,Won,MG Special,51,2016-08-06 00:00:00,2016-08-26 00:00:00
199,Stanredtax,Anna Snelling,anna@piedpiper.com,candice@stanredtax.com,Won,MG Advanced,,2016-08-06 00:00:00,2016-10-13 00:00:00
200,Codehow,Moses Frase,moses@piedpiper.com,justine@codehow.com,Won,GTX Basic,588,2016-08-07 00:00:00,2016-10-07 00:00:00
201,Hottechi,Markita Hansen,markita@piedpiper.com,juliette@hottechi.com,Won,MG Special,47,2016-08-09 00:00:00,2016-11-08 00:00:00
202,Domzoom,Darcel Schlecht,darcel@piedpiper.com,tanja@domzoom.com,Won,MG Special,49,2016-08-12 00:00:00,2016-11-27 00:00:00
203,Toughzap,Marty Freudenburg,marty@piedpiper.com,sherman@toughzap.com,Won,GTX Basic,508,2016-08-14 00:00:00,2016-10-27 00:00:00
204,Sonron,Hayden Neloms,hayden@piedpiper.com,ashlie@sonron.com,Won,GTX Plus Basic,1108,2016-08-16 00:00:00,2016-10-14 00:00:00
205,Yearin,Donn Cantrell,donn@piedpiper.com,vella@yearin.com,Won,MG Advanced,,2016-08-21 00:00:00,2016-12-03 00:00:00
206,Codehow,Darcel Schlecht,darcel@piedpiper.com,justine@codehow.com,Won,MG Advanced,3269,2016-08-21 00:00:00,2016-09-21 00:00:00
207,Gogozoom,Kami Bicknell,kami@piedpiper.com,salina@gogozoom.com,In Progress,MG Advanced,4514,2016-08-23 00:00:00,2016-12-23 00:00:00
208,Ontomedia,Cassey Cress,cassey@piedpiper.com,nedra@ontomedia.com,Won,GTX Plus Pro,5425,2016-08-24 00:00:00,2016-08-30 00:00:00
209,Toughzap,Darcel Schlecht,darcel@piedpiper.com,sherman@toughzap.com,Won,MG Advanced,3358,2016-08-25 00:00:00,2016-09-23 00:00:00
210,Hatfan,Maureen Marcano,maureen@piedpiper.com,tyron@hatfan.com,Won,GTX Plus Basic,979,2016-08-26 00:00:00,2016-09-17 00:00:00
211,Cheers,Hayden Neloms,hayden@piedpiper.com,robbie@cheers.com,In Progress,MG Advanced,53,2016-08-26 00:00:00,2016-08-29 00:00:00
212,Kinnamplus,Donn Cantrell,donn@piedpiper.com,monte@kinnamplus.com,Won,GTX Basic,579,2016-08-26 00:00:00,2016-10-15 00:00:00
213,Ron-tech,Rosalina Dieter,rosalina@piedpiper.com,kelly@ron-tech.com,In Progress,GTX Basic,,2016-08-26 00:00:00,2016-12-29 00:00:00
214,Ron-tech,Darcel Schlecht,darcel@piedpiper.com,kelly@ron-tech.com,Won,GTXPro,4891,2016-08-27 00:00:00,2016-09-03 00:00:00
215,Plexzap,James Ascencio,james@piedpiper.com,titus@plexzap.com,Won,GTXPro,5040,2016-08-27 00:00:00,2016-10-06 00:00:00
216,Bioholding,James Ascencio,james@piedpiper.com,bryan@bioholding.com,In Progress,MG Advanced,1000,2016-08-28 00:00:00,2016-09-10 00:00:00
217,Umbrella Corporation,Cassey Cress,cassey@piedpiper.com,orpha@umbrellacorporation.com,Won,MG Advanced,4200,2016-08-28 00:00:00,2016-11-01 00:00:00
218,Gekko & Co,Violet Mclelland,violet@piedpiper.com,krystle@gekko&co.com,Won,GTX Basic,564,2016-08-28 00:00:00,2016-11-08 00:00:00
219,Mathtouch,Violet Mclelland,violet@piedpiper.com,loise@mathtouch.com,Won,GTX Basic,,2016-08-29 00:00:00,2016-12-29 00:00:00
220,Zencorporation,Donn Cantrell,donn@piedpiper.com,rosalyn@zencorporation.com,Won,GTX Basic,605,2016-08-29 00:00:00,2016-09-10 00:00:00
221,Zathunicon,Reed Clapper,reed@piedpiper.com,williemae@zathunicon.com,Won,GTX Plus Basic,978,2016-09-01 00:00:00,2016-11-25 00:00:00
222,Kan-code,Markita Hansen,markita@piedpiper.com,kenton@kan-code.com,Lost,MG Special,61,2016-09-01 00:00:00,2016-12-24 00:00:00
223,Zoomit,Markita Hansen,markita@piedpiper.com,laveta@zoomit.com,Won,GTX Basic,576,2016-09-03 00:00:00,2016-09-14 00:00:00
224,dambase,Niesha Huffines,niesha@piedpiper.com,darwin@dambase.com,Won,GTX Plus Basic,1033,2016-09-07 00:00:00,2016-12-01 00:00:00
225,Rundofase,Anna Snelling,anna@piedpiper.com,crista@rundofase.com,Won,GTX Plus Pro,5459,2016-09-07 00:00:00,2016-12-19 00:00:00
226,Silis,Donn Cantrell,donn@piedpiper.com,zulema@silis.com,Won,GTX Plus Basic,1132,2016-09-09 00:00:00,2016-11-11 00:00:00
227,Blackzim,Kami Bicknell,kami@piedpiper.com,riley@blackzim.com,Won,GTXPro,4839,2016-09-10 00:00:00,2016-11-26 00:00:00
228,Ontomedia,Violet Mclelland,violet@piedpiper.com,nedra@ontomedia.com,Won,MG Special,47,2016-09-11 00:00:00,2016-10-02 00:00:00
229,Dontechi,Moses Frase,moses@piedpiper.com,kristle@dontechi.com,Lost,GTX Plus Basic,46,2016-09-13 00:00:00,2016-11-24 00:00:00
230,Zotware,Cassey Cress,cassey@piedpiper.com,shella@zotware.com,Won,MG Advanced,3665,2016-09-14 00:00:00,2016-11-04 00:00:00
231,Sonron,Rosalina Dieter,rosalina@piedpiper.com,ashlie@sonron.com,Lost,MG Special,1232,2016-09-15 00:00:00,2016-12-24 00:00:00
232,Dontechi,Darcel Schlecht,darcel@piedpiper.com,kristle@dontechi.com,Won,GTXPro,4511,2016-09-15 00:00:00,2016-11-02 00:00:00
233,Nam-zim,Vicki Laflamme,vicki@piedpiper.com,garfield@nam-zim.com,In Progress,MG Special,,2016-09-17 00:00:00,2016-11-07 00:00:00
234,Finjob,Kami Bicknell,kami@piedpiper.com,belinda@finjob.com,Won,MG Advanced,3295,2016-09-18 00:00:00,2016-11-30 00:00:00
235,Vehement Capital Partners,Donn Cantrell,donn@piedpiper.com,lavonia@vehementcapitalpartners.com,Won,GTXPro,4998,2016-09-19 00:00:00,2016-12-13 00:00:00
236,Gogozoom,Anna Snelling,anna@piedpiper.com,salina@gogozoom.com,Lost,MG Special,517,2016-09-20 00:00:00,2016-10-29 00:00:00
237,Condax,Versie Hillebrand,versie@piedpiper.com,golda@condax.com,Won,MG Special,62,2016-09-20 00:00:00,2016-12-29 00:00:00
238,Codehow,Kary Hendrixson,kary@piedpiper.com,justine@codehow.com,In Progress,GTX Basic,560,2016-09-20 00:00:00,2016-10-02 00:00:00
239,Betatech,Anna Snelling,anna@piedpiper.com,genie@betatech.com,Lost,MG Special,50,2016-09-21 00:00:00,2016-10-13 00:00:00
240,Cancity,Gladys Colclough,gladys@piedpiper.com,faviola@cancity.com,Won,MG Special,,2016-09-23 00:00:00,2016-11-02 00:00:00
241,Rundofase,Jonathan Berthelot,jonathan@piedpiper.com,crista@rundofase.com,Lost,GTX Basic,46,2016-09-24 00:00:00,2016-10-25 00:00:00
242,Acme Corporation,Reed Clapper,reed@piedpiper.com,cuc@acmecorporation.com,Won,GTX Basic,556,2016-09-25 00:00:00,2016-12-10 00:00:00
243,Cheers,Kary Hendrixson,kary@piedpiper.com,robbie@cheers.com,Won,GTX Basic,515,2016-09-28 00:00:00,2016-10-31 00:00:00
244,Ron-tech,Kary Hendrixson,kary@piedpiper.com,kelly@ron-tech.com,In Progress,GTXPro,4631,2016-09-28 00:00:00,2016-10-28 00:00:00
245,Codehow,Lajuana Vencill,lajuana@piedpiper.com,justine@codehow.com,Won,GTX Basic,,2016-09-30 00:00:00,2016-10-28 00:00:00
246,Lexiqvolax,Markita Hansen,markita@piedpiper.com,darryl@lexiqvolax.com,In Progress,MG Special,,2016-10-01 00:00:00,2017-09-30 00:00:00
247,Genco Pura Olive Oil Company,Daniell Hammack,daniell@piedpiper.com,karole@gencopuraoliveoilcompany.com,In Progress,GTX Plus Pro,493,2016-10-02 00:00:00,2017-06-16 00:00:00
248,Xx-holding,Zane Levy,zane@piedpiper.com,shemeka@xx-holding.com,Won,GTXPro,4818,2016-10-04 00:00:00,2017-02-27 00:00:00
249,Bioholding,Anna Snelling,anna@piedpiper.com,bryan@bioholding.com,Won,MG Special,53,2016-10-05 00:00:00,2016-12-16 00:00:00
250,Hatfan,Kary Hendrixson,kary@piedpiper.com,tyron@hatfan.com,Won,GTXPro,,2016-10-06 00:00:00,2017-02-28 00:00:00
251,Donquadtech,Daniell Hammack,daniell@piedpiper.com,malissa@donquadtech.com,Won,GTX Plus Basic,1020,2016-10-06 00:00:00,2016-10-26 00:00:00
252,Dalttechnology,Kary Hendrixson,kary@piedpiper.com,nelia@dalttechnology.com,Lost,GTX Basic,,2016-10-08 00:00:00,2017-07-23 00:00:00
253,Ganjaflex,Cassey Cress,cassey@piedpiper.com,somer@ganjaflex.com,Won,GTX Plus Basic,,2016-10-08 00:00:00,2017-10-10 00:00:00
254,Fasehatice,James Ascencio,james@piedpiper.com,hsiu@fasehatice.com,Lost,GTX Plus Pro,500,2016-10-12 00:00:00,2017-08-05 00:00:00
255,Newex,Markita Hansen,markita@piedpiper.com,pedro@newex.com,In Progress,GTX Basic,492,2016-10-12 00:00:00,2017-10-23 00:00:00
256,Treequote,Moses Frase,moses@piedpiper.com,benny@treequote.com,Won,GTX Basic,583,2016-10-14 00:00:00,2017-10-07 00:00:00
257,Donquadtech,Boris Faz,boris@piedpiper.com,malissa@donquadtech.com,Won,MG Advanced,3677,2016-10-16 00:00:00,2016-12-22 00:00:00
258,Plusstrip,Kami Bicknell,kami@piedpiper.com,deanne@plusstrip.com,Won,GTX Basic,566,2016-10-17 00:00:00,2017-03-10 00:00:00
259,Stanredtax,Versie Hillebrand,versie@piedpiper.com,candice@stanredtax.com,Won,MG Special,43,2016-10-19 00:00:00,2016-11-25 00:00:00
260,Funholding,Darcel Schlecht,darcel@piedpiper.com,ying@funholding.com,Lost,GTXPro,537,2016-10-20 00:00:00,2017-10-01 00:00:00
261,Treequote,Versie Hillebrand,versie@piedpiper.com,benny@treequote.com,Won,MG Special,61,2016-10-24 00:00:00,2016-11-22 00:00:00
262,Rangreen,Darcel Schlecht,darcel@piedpiper.com,darrel@rangreen.com,Won,GTXPro,4829,2016-10-25 00:00:00,2017-03-17 00:00:00
263,Kan-code,Maureen Marcano,maureen@piedpiper.com,kenton@kan-code.com,Won,GTX Basic,,2016-10-27 00:00:00,2017-02-08 00:00:00
264,Finjob,Maureen Marcano,maureen@piedpiper.com,belinda@finjob.com,Won,GTX Plus Basic,1180,2016-10-28 00:00:00,2017-04-17 00:00:00
265,Initech,James Ascencio,james@piedpiper.com,alejandro@initech.com,In Progress,GTX Basic,5169,2016-10-28 00:00:00,2016-10-30 00:00:00
266,Sunnamplex,Kary Hendrixson,kary@piedpiper.com,maxie@sunnamplex.com,Won,GTXPro,4719,2016-10-30 00:00:00,2017-04-03 00:00:00
267,Statholdings,Darcel Schlecht,darcel@piedpiper.com,verna@statholdings.com,Won,GTX Basic,463,2016-11-01 00:00:00,2017-12-18 00:00:00
268,Codehow,Moses Frase,moses@piedpiper.com,justine@codehow.com,Won,GTX Basic,546,2016-11-01 00:00:00,2017-04-22 00:00:00
269,Goodsilron,Kami Bicknell,kami@piedpiper.com,claribel@goodsilron.com,Won,GTX Plus Basic,1207,2016-11-08 00:00:00,2017-11-04 00:00:00
270,Condax,Corliss Cosme,corliss@piedpiper.com,golda@condax.com,Won,GTX Plus Pro,5228,2016-11-08 00:00:00,2017-10-01 00:00:00
271,Ron-tech,Lajuana Vencill,lajuana@piedpiper.com,kelly@ron-tech.com,Won,MG Advanced,3573,2016-11-09 00:00:00,2017-03-04 00:00:00
272,Singletechno,Maureen Marcano,maureen@piedpiper.com,tambra@singletechno.com,Lost,GTXPro,50,2016-11-09 00:00:00,2016-12-27 00:00:00
273,Konmatfix,Darcel Schlecht,darcel@piedpiper.com,ivana@konmatfix.com,Won,GTX Plus Basic,1170,2016-11-12 00:00:00,2016-11-22 00:00:00
274,Plussunin,Daniell Hammack,daniell@piedpiper.com,terry@plussunin.com,Lost,MG Special,1232,2016-11-13 00:00:00,2017-07-26 00:00:00
275,Plexzap,Rosie Papadopoulos,rosie@piedpiper.com,titus@plexzap.com,In Progress,MG Special,,2016-11-13 00:00:00,2017-07-12 00:00:00
276,Finjob,Hayden Neloms,hayden@piedpiper.com,belinda@finjob.com,Won,MG Advanced,3393,2016-11-15 00:00:00,2017-06-14 00:00:00
277,Warephase,Darcel Schlecht,darcel@piedpiper.com,elisa@warephase.com,Won,GTX Basic,561,2016-11-15 00:00:00,2017-04-04 00:00:00
278,Isdom,Versie Hillebrand,versie@piedpiper.com,corrinne@isdom.com,Won,GTX Plus Pro,6282,2016-11-17 00:00:00,2017-03-16 00:00:00
279,Konex,Kary Hendrixson,kary@piedpiper.com,delila@konex.com,Won,GTX Plus Pro,5515,2016-11-19 00:00:00,2017-12-09 00:00:00
280,Plussunin,Donn Cantrell,donn@piedpiper.com,terry@plussunin.com,Won,GTXPro,5059,2016-11-21 00:00:00,2017-09-29 00:00:00
281,Sumace,Kami Bicknell,kami@piedpiper.com,ursula@sumace.com,In Progress,GTXPro,,2016-11-22 00:00:00,2016-12-29 00:00:00
282,Betatech,Lajuana Vencill,lajuana@piedpiper.com,genie@betatech.com,Won,MG Special,56,2016-11-25 00:00:00,2017-11-14 00:00:00
283,Condax,Kary Hendrixson,kary@piedpiper.com,golda@condax.com,Won,GTX Basic,532,2016-11-26 00:00:00,2017-06-07 00:00:00
284,Singletechno,Kami Bicknell,kami@piedpiper.com,tambra@singletechno.com,Won,MG Advanced,3388,2016-11-26 00:00:00,2017-01-21 00:00:00
285,Dontechi,Moses Frase,moses@piedpiper.com,kristle@dontechi.com,Won,GTX Basic,615,2016-11-26 00:00:00,2017-10-09 00:00:00
286,Treequote,Lajuana Vencill,lajuana@piedpiper.com,benny@treequote.com,Lost,GTX Basic,561,2016-11-27 00:00:00,2017-10-26 00:00:00
287,Silis,Violet Mclelland,violet@piedpiper.com,zulema@silis.com,Won,MG Special,57,2016-11-27 00:00:00,2017-12-13 00:00:00
288,Faxquote,Kary Hendrixson,kary@piedpiper.com,gaylord@faxquote.com,Won,GTX Plus Pro,5256,2016-11-27 00:00:00,2017-08-15 00:00:00
289,Dalttechnology,Zane Levy,zane@piedpiper.com,nelia@dalttechnology.com,In Progress,GTX Basic,4667,2016-11-28 00:00:00,2017-11-18 00:00:00
290,Conecom,Darcel Schlecht,darcel@piedpiper.com,ivory@conecom.com,Won,MG Advanced,,2016-11-30 00:00:00,2017-09-13 00:00:00
291,Ron-tech,Darcel Schlecht,darcel@piedpiper.com,kelly@ron-tech.com,Won,GTX Plus Pro,,2016-12-03 00:00:00,2017-08-20 00:00:00
292,Green-Plus,Elease Gluck,elease@piedpiper.com,lavone@green-plus.com,Lost,GTX Plus Pro,590,2016-12-03 00:00:00,2016-12-26 00:00:00
293,Y-corporation,Vicki Laflamme,vicki@piedpiper.com,rosanne@y-corporation.com,Won,GTX Basic,,2016-12-04 00:00:00,2017-12-17 00:00:00
294,Finhigh,Marty Freudenburg,marty@piedpiper.com,mellie@finhigh.com,Won,GTX Plus Basic,903,2016-12-05 00:00:00,2017-09-08 00:00:00
295,Silis,Donn Cantrell,donn@piedpiper.com,zulema@silis.com,Won,GTX Plus Pro,5585,2016-12-05 00:00:00,2017-07-05 00:00:00
296,Globex Corporation,Niesha Huffines,niesha@piedpiper.com,yolando@globexcorporation.com,Won,GTX Plus Basic,1080,2016-12-05 00:00:00,2017-01-22 00:00:00
297,Plexzap,James Ascencio,james@piedpiper.com,titus@plexzap.com,Won,GTX Basic,,2016-12-05 00:00:00,2016-12-29 00:00:00
298,Bioplex,Daniell Hammack,daniell@piedpiper.com,cassy@bioplex.com,Won,GTX Basic,639,2016-12-07 00:00:00,2017-08-15 00:00:00
299,Donware,Rosie Papadopoulos,rosie@piedpiper.com,eleonore@donware.com,Won,MG Special,60,2016-12-07 00:00:00,2017-06-09 00:00:00
300,Globex Corporation,Darcel Schlecht,darcel@piedpiper.com,yolando@globexcorporation.com,Won,GTX Basic,516,2016-12-08 00:00:00,2017-12-20 00:00:00
301,Finhigh,Darcel Schlecht,darcel@piedpiper.com,mellie@finhigh.com,Won,GTX Basic,,2016-12-09 00:00:00,2017-01-17 00:00:00
302,Domzoom,Niesha Huffines,niesha@piedpiper.com,tanja@domzoom.com,Won,GTX Plus Basic,,2016-12-09 00:00:00,2016-12-28 00:00:00
303,Donquadtech,Reed Clapper,reed@piedpiper.com,malissa@donquadtech.com,Won,GTX Plus Basic,950,2016-12-10 00:00:00,2017-09-25 00:00:00
304,Dontechi,Vicki Laflamme,vicki@piedpiper.com,kristle@dontechi.com,In Progress,GTX Basic,3393,2016-12-12 00:00:00,2017-05-23 00:00:00
305,Dontechi,Gladys Colclough,gladys@piedpiper.com,kristle@dontechi.com,Won,GTX Plus Pro,5533,2016-12-12 00:00:00,2017-07-23 00:00:00
306,Hatfan,Vicki Laflamme,vicki@piedpiper.com,tyron@hatfan.com,Won,GTXPro,,2016-12-13 00:00:00,2017-12-08 00:00:00
307,Funholding,Darcel Schlecht,darcel@piedpiper.com,ying@funholding.com,Lost,GTXPro,1000,2016-12-15 00:00:00,2017-10-05 00:00:00
308,Plussunin,Reed Clapper,reed@piedpiper.com,terry@plussunin.com,Won,MG Special,57,2016-12-16 00:00:00,2017-07-17 00:00:00
309,Warephase,Gladys Colclough,gladys@piedpiper.com,elisa@warephase.com,Won,GTXPro,4891,2016-12-16 00:00:00,2017-12-02 00:00:00
310,Statholdings,Corliss Cosme,corliss@piedpiper.com,verna@statholdings.com,In Progress,GTXPro,1014,2016-12-17 00:00:00,2017-09-01 00:00:00
311,Opentech,Donn Cantrell,donn@piedpiper.com,paola@opentech.com,Won,GTX Plus Basic,1037,2016-12-18 00:00:00,2017-05-07 00:00:00
312,Rangreen,Marty Freudenburg,marty@piedpiper.com,darrel@rangreen.com,Won,GTX Plus Pro,5787,2016-12-19 00:00:00,2017-08-29 00:00:00
313,J-Texon,Vicki Laflamme,vicki@piedpiper.com,winston@j-texon.com,Won,MG Special,57,2016-12-20 00:00:00,2016-12-24 00:00:00
314,Labdrill,Kary Hendrixson,kary@piedpiper.com,halley@labdrill.com,Won,GTXPro,5100,2016-12-20 00:00:00,2017-01-20 00:00:00
315,Kan-code,Elease Gluck,elease@piedpiper.com,kenton@kan-code.com,In Progress,MG Advanced,590,2016-12-24 00:00:00,2017-07-11 00:00:00
316,Silis,Garret Kinder,garret@piedpiper.com,zulema@silis.com,Won,GTX Plus Pro,5918,2016-12-24 00:00:00,2017-12-14 00:00:00
317,Konmatfix,Gladys Colclough,gladys@piedpiper.com,ivana@konmatfix.com,Won,GTX Plus Basic,970,2016-12-25 00:00:00,2017-05-27 00:00:00
318,Vehement Capital Partners,Violet Mclelland,violet@piedpiper.com,lavonia@vehementcapitalpartners.com,Won,GTX Plus Basic,1014,2016-12-28 00:00:00,2017-09-25 00:00:00
319,Zoomit,Elease Gluck,elease@piedpiper.com,laveta@zoomit.com,Won,GTK 500,25897,2016-12-28 00:00:00,2017-05-24 00:00:00
320,Gekko & Co,Cassey Cress,cassey@piedpiper.com,krystle@gekko&co.com,Won,GTX Plus Basic,1152,2016-12-29 00:00:00,2017-11-26 00:00:00
321,Lexiqvolax,Maureen Marcano,maureen@piedpiper.com,darryl@lexiqvolax.com,Won,GTX Plus Basic,,2016-12-30 00:00:00,2017-12-04 00:00:00
322,Cancity,Jonathan Berthelot,jonathan@piedpiper.com,faviola@cancity.com,Won,GTX Basic,469,2016-12-31 00:00:00,2017-09-27 00:00:00
323,Codehow,Marty Freudenburg,marty@piedpiper.com,justine@codehow.com,Won,MG Special,51,2017-01-01 00:00:00,2017-06-04 00:00:00
324,Cheers,Zane Levy,zane@piedpiper.com,robbie@cheers.com,Lost,GTXPro,1180,2017-01-01 00:00:00,2017-01-11 00:00:00
325,Blackzim,Vicki Laflamme,vicki@piedpiper.com,riley@blackzim.com,Won,GTX Basic,545,2017-01-01 00:00:00,2017-10-20 00:00:00
326,Donware,Reed Clapper,reed@piedpiper.com,eleonore@donware.com,Won,GTX Basic,572,2017-01-01 00:00:00,2017-02-20 00:00:00
327,Zathunicon,Garret Kinder,garret@piedpiper.com,williemae@zathunicon.com,Lost,GTX Basic,,2017-01-01 00:00:00,2017-05-15 00:00:00
328,Plusstrip,Vicki Laflamme,vicki@piedpiper.com,deanne@plusstrip.com,Won,MG Special,56,2017-01-01 00:00:00,2017-07-28 00:00:00
329,Ontomedia,Daniell Hammack,daniell@piedpiper.com,nedra@ontomedia.com,Lost,GTX Basic,1232,2017-01-01 00:00:00,2017-11-07 00:00:00
330,Genco Pura Olive Oil Company,Anna Snelling,anna@piedpiper.com,karole@gencopuraoliveoilcompany.com,Won,GTX Basic,497,2017-01-01 00:00:00,2017-08-07 00:00:00
331,Conecom,Zane Levy,zane@piedpiper.com,ivory@conecom.com,In Progress,GTX Plus Basic,4667,2017-01-01 00:00:00,2017-03-19 00:00:00
332,Sonron,Zane Levy,zane@piedpiper.com,ashlie@sonron.com,In Progress,MG Advanced,,2017-01-01 00:00:00,2017-01-04 00:00:00
333,Domzoom,Anna Snelling,anna@piedpiper.com,tanja@domzoom.com,Won,GTX Plus Basic,,2017-01-01 00:00:00,2017-03-17 00:00:00
334,Rundofase,Darcel Schlecht,darcel@piedpiper.com,crista@rundofase.com,Lost,GTXPro,2000,2017-01-01 00:00:00,2017-08-26 00:00:00
335,Konex,Wilburn Farren,wilburn@piedpiper.com,delila@konex.com,Won,GTX Plus Pro,5559,2017-01-01 00:00:00,2017-12-02 00:00:00
336,Silis,Moses Frase,moses@piedpiper.com,zulema@silis.com,In Progress,MG Advanced,1000,2017-01-01 00:00:00,2017-12-19 00:00:00
337,Ontomedia,Reed Clapper,reed@piedpiper.com,nedra@ontomedia.com,Won,GTXPro,4434,2017-01-01 00:00:00,2017-12-22 00:00:00
338,Zencorporation,Anna Snelling,anna@piedpiper.com,rosalyn@zencorporation.com,In Progress,MG Advanced,3180,2017-01-01 00:00:00,2017-07-25 00:00:00
339,Y-corporation,Markita Hansen,markita@piedpiper.com,rosanne@y-corporation.com,Lost,GTXPro,300,2017-01-01 00:00:00,2017-03-16 00:00:00
340,Cancity,Vicki Laflamme,vicki@piedpiper.com,faviola@cancity.com,In Progress,GTXPro,560,2017-01-01 00:00:00,2017-02-06 00:00:00
341,Betatech,Darcel Schlecht,darcel@piedpiper.com,genie@betatech.com,Won,GTXPro,,2017-01-01 00:00:00,2017-03-30 00:00:00
342,Cancity,Versie Hillebrand,versie@piedpiper.com,faviola@cancity.com,Won,GTX Basic,672,2017-01-01 00:00:00,2017-06-18 00:00:00
343,Newex,Kami Bicknell,kami@piedpiper.com,pedro@newex.com,Lost,GTXPro,4694,2017-01-01 00:00:00,2017-08-19 00:00:00
